Country,HS_Code,Risk_Score,Drop_Months
Saudi Arabia,9,8.2,2020-04;2020-11;2020-12;2021-01;2021-02;2021-05;2022-01;2022-04;2022-05;2022-07;2022-08;2022-10;2022-11;2022-12;2023-01;2023-03;2023-06;2023-09;2024-02;2024-04;2024-05;2024-07;2024-08;2024-10;2024-11
Saudi Arabia,10,9.8,2020-11;2020-12;2021-05;2022-01;2022-02;2022-04;2022-06;2022-07;2022-08;2022-12;2024-08;2024-09;2024-12;2025-06
Saudi Arabia,11,10.0,2020-04;2020-10;2021-07;2023-03;2024-09;2025-04;2025-06
Saudi Arabia,17,9.6,2020-05;2021-03;2021-11;2022-01;2022-02;2022-04;2022-05;2022-08;2023-03;2023-11;2024-01;2024-03;2024-04;2024-06;2024-07;2025-07;2025-09;2025-10;2025-12
Saudi Arabia,26,7.1,2020-02;2020-03;2020-04;2020-05;2020-06;2020-07;2020-08;2020-09;2020-10;2020-12;2021-04;2021-12;2022-01;2022-03;2022-07;2022-11;2023-06;2023-08;2023-09;2023-10;2024-02;2024-03;2024-05;2024-06;2024-07;2024-10;2025-08;2025-12
Saudi Arabia,27,2.0,
Saudi Arabia,31,10.0,2020-04;2020-05;2021-02;2021-07;2021-11;2022-10;2022-12;2023-01;2023-02;2023-05;2023-07;2023-08;2023-09;2024-03;2024-07;2024-12;2025-01;2025-02;2025-08;2025-09;2025-10;2025-11;2026-03
Saudi Arabia,39,4.1,2020-03;2020-12;2022-03;2022-04;2023-05;2024-09;2025-03;2025-11;2026-01;2026-02
Saudi Arabia,72,9.6,2020-03;2020-06;2020-07;2020-08;2020-11;2021-06;2021-07;2021-08;2021-09;2021-12;2022-01;2022-02;2022-04;2022-05;2022-10;2022-11;2023-01;2023-06;2023-07;2023-11;2024-03;2024-04;2024-07;2024-09;2025-05;2025-12;2026-01
Saudi Arabia,76,4.6,2020-03;2021-04;2021-06;2021-09;2021-11;2021-12;2025-06;2025-07;2025-10;2025-11;2026-01;2026-02
Saudi Arabia,84,8.6,2020-01;2020-05;2020-06;2020-07;2020-11;2020-12;2021-01;2021-04;2021-08;2021-09;2021-10;2021-11;2021-12;2022-03;2022-07;2022-09;2023-02;2023-04;2023-05;2023-11;2023-12;2024-01;2024-03;2024-06;2024-08;2024-10;2025-02;2025-10;2025-11
Senegal,9,9.4,2021-01;2021-09;2022-12;2023-01;2023-05;2023-09;2024-11;2025-01;2025-06;2025-10;2025-12;2026-02;2026-03
Senegal,26,7.2,2020-01;2020-02;2020-04;2020-05;2020-10;2020-11;2021-03;2021-08;2022-06;2022-08;2022-09;2023-01;2023-02;2023-04;2023-07;2023-11;2024-03;2024-06;2024-12;2025-04;2025-05;2025-07;2025-08;2025-10;2025-11;2026-02;2026-03
Senegal,76,4.6,2020-03;2020-11;2020-12;2022-10;2024-01;2024-02;2025-06;2025-08;2025-10;2025-11;2026-02;2026-03
Senegal,84,9.2,2020-02;2020-06;2020-07;2020-09;2020-10;2020-11;2020-12;2021-02;2021-04;2021-05;2021-11;2022-07;2022-08;2023-02;2023-03;2023-06;2023-10;2024-08;2024-11;2025-01;2025-04;2025-06;2025-10;2026-01;2026-03
Serbia,10,7.7,2020-10;2020-11;2021-07;2021-08;2021-12;2022-02;2022-03;2022-05;2022-09;2022-10;2023-01;2023-03;2023-04;2023-05;2023-06;2023-07;2023-08;2023-09;2023-11;2024-12;2025-01;2025-02;2025-03;2025-04;2025-05;2025-06;2025-07;2025-08;2025-09;2025-10;2025-11
Serbia,26,6.6,2020-01;2020-03;2020-04;2020-05;2020-07;2020-08;2020-09;2020-10;2020-11;2020-12;2021-02;2021-07;2021-10;2022-05;2022-06;2022-09;2022-12;2023-11;2024-04;2024-05;2024-07;2025-02;2025-03;2025-04;2025-08;2025-09;2025-11;2026-01
Serbia,39,6.2,2020-06;2020-07;2020-09;2021-12;2022-04;2023-02;2023-12;2024-01;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-11;2025-02;2025-03
Serbia,44,7.3,2020-02;2020-08;2021-07;2021-12;2022-01;2022-04;2022-05;2022-09;2022-10;2023-01;2023-06;2023-08;2023-11;2024-02;2024-03;2024-06;2024-07;2024-10;2024-11;2024-12;2025-01;2025-05;2025-07;2025-08;2025-09;2026-01;2026-02
Serbia,76,9.5,2020-05;2020-06;2020-07;2020-09;2020-10;2020-11;2021-04;2021-07;2022-01;2022-08;2022-10;2022-11;2023-07;2024-04;2024-08;2024-11;2025-02;2025-03;2025-05;2025-07;2025-08;2025-12;2026-01;2026-02
Serbia,84,6.8,2020-04;2020-07;2020-09;2020-10;2020-11;2021-02;2021-05;2021-07;2022-08;2022-09;2022-10;2022-11;2023-07;2023-08;2023-10;2023-12;2024-01;2024-02;2024-03;2024-05;2024-06;2024-09;2025-03;2025-04;2025-05;2025-07;2025-08;2026-01
Seychelles,84,9.3,2020-07;2020-12;2021-07;2021-09;2022-08;2023-01;2023-09;2023-12;2024-04;2025-02;2025-04;2025-12
Sierra Leone,26,7.2,2020-01;2020-08;2020-10;2020-11;2020-12;2021-01;2021-02;2021-04;2021-11;2022-05;2022-08;2022-09;2022-11;2022-12;2023-01;2023-02;2023-03;2023-04;2023-07;2024-04;2024-05;2024-08;2024-09;2024-11;2024-12;2025-01;2025-02;2025-06
Sierra Leone,76,8.2,2020-01;2020-05;2020-06;2020-10;2021-07;2021-08;2021-09;2021-11;2021-12;2023-01;2023-02;2023-03;2023-05;2023-12;2024-04;2024-07;2024-08;2024-09;2024-10;2024-11;2025-06;2025-12;2026-02;2026-03
Sierra Leone,84,8.8,2020-03;2020-10;2020-11;2020-12;2021-02;2021-04;2021-05;2021-07;2021-10;2022-01;2022-06;2022-09;2022-11;2023-02;2023-03;2023-04;2024-05;2024-06;2024-07;2024-09;2024-11;2024-12;2025-01;2025-02;2025-04;2025-05;2025-08;2026-01;2026-03
Singapore,9,4.0,2021-10;2024-02;2024-05;2025-04;2025-08;2025-10;2025-12;2026-03
Singapore,10,8.8,2020-11;2021-05;2021-08;2021-09;2021-10;2021-11;2022-03;2022-06;2022-07;2023-01;2023-02;2023-10;2023-12;2024-01;2024-05;2024-07;2024-11;2024-12;2025-07;2025-08;2025-10
Singapore,11,7.0,2020-08;2020-09;2021-03;2021-06;2021-10;2021-12;2022-02;2022-05;2022-08;2022-09;2022-11;2022-12;2023-06;2023-07;2023-09;2023-10;2023-11;2024-01;2024-02;2024-03;2024-04;2024-06;2024-07;2024-08;2025-01;2025-03;2025-05;2025-09;2025-12;2026-03
Singapore,17,4.3,2020-01;2020-04;2021-07;2021-10;2022-06;2024-03;2025-04;2025-06;2025-07
Singapore,26,9.7,2020-01;2020-07;2021-02;2021-03;2021-04;2021-11;2022-08;2022-12;2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07;2023-09;2023-10;2023-11;2024-06;2024-07;2024-08;2025-04;2025-11;2025-12;2026-01
Singapore,27,5.8,2020-04;2020-05;2020-06;2020-07;2020-08;2021-01;2021-11;2022-03;2022-04;2022-05;2022-06;2022-07;2022-09;2022-10;2023-12;2024-06;2024-07;2024-09;2024-11;2025-05;2025-08;2025-12
Singapore,31,9.9,2020-05;2020-12;2021-01;2021-05;2021-07;2022-04;2022-12;2023-01;2023-02;2023-06;2023-07;2023-08;2023-09;2023-10;2023-11;2023-12;2024-02;2024-05;2025-03;2025-04;2025-07;2025-08;2026-02
Singapore,39,3.0,
Singapore,44,8.2,2020-01;2020-05;2020-07;2020-08;2020-09;2020-10;2020-11;2021-01;2021-02;2021-04;2021-06;2022-03;2022-05;2022-07;2022-08;2022-09;2022-11;2022-12;2023-02;2023-06;2023-07;2023-10;2023-12;2024-01;2024-04;2024-08;2024-09;2024-12;2025-01;2025-06;2025-07;2025-08;2025-11;2025-12;2026-02;2026-03
Singapore,72,8.2,2020-01;2020-04;2020-05;2020-06;2020-07;2021-02;2021-06;2021-09;2021-10;2022-01;2022-03;2022-05;2022-07;2022-08;2022-09;2022-10;2023-01;2023-02;2023-04;2023-06;2023-11;2024-01;2024-04;2024-06;2024-07;2024-08;2024-10;2024-11;2024-12;2025-02;2025-03;2025-05;2025-06;2026-03
Singapore,76,5.0,2020-01;2020-06;2020-10;2021-12;2022-02;2022-07;2022-08;2022-09;2023-03;2023-05;2023-11;2023-12;2024-01;2024-02;2024-04;2025-05;2025-07;2025-09;2025-10;2025-12;2026-03
Singapore,84,3.4,2020-05;2020-12;2021-11;2022-01;2023-08;2023-12;2024-06
Slovakia,17,10.0,2020-04;2020-05;2020-06;2020-09;2020-11;2020-12;2021-10;2022-03;2022-11;2024-01;2024-09;2024-10;2025-06
Slovakia,27,10.0,2020-02;2020-12;2021-03;2022-04;2022-11;2023-01;2023-02;2023-03;2025-06;2025-12;2026-03
Slovakia,31,6.9,2020-01;2020-04;2020-08;2020-10;2020-12;2021-07;2021-09;2021-11;2022-11;2022-12;2023-05;2023-06;2023-07;2023-09;2024-01;2024-03;2024-04;2024-10;2024-12;2025-03;2025-08;2025-11;2026-02
Slovakia,39,6.6,2020-03;2020-05;2020-08;2020-09;2020-10;2021-01;2021-06;2021-09;2022-04;2022-11;2023-01;2023-08;2023-09;2023-10;2023-11;2023-12;2024-04;2024-05;2024-06;2024-10;2024-11;2025-03;2025-05;2025-12;2026-01
Slovakia,44,8.8,2020-04;2020-05;2020-10;2020-11;2021-01;2021-02;2021-04;2021-07;2021-08;2021-09;2021-10;2021-11;2021-12;2022-03;2022-05;2022-06;2022-09;2023-01;2023-03;2023-04;2023-06;2023-07;2023-10;2023-11;2023-12;2024-02;2024-03;2024-04;2024-05;2024-06;2024-11;2025-05;2025-07;2025-09;2025-12;2026-01;2026-02;2026-03
Slovakia,72,8.5,2020-05;2020-08;2020-09;2020-12;2021-01;2021-03;2021-07;2021-10;2021-11;2022-01;2022-04;2022-05;2022-06;2022-07;2022-09;2022-11;2022-12;2023-02;2023-03;2023-04;2023-08;2023-10;2024-05;2024-06;2024-10;2025-01;2025-02;2025-04;2025-06;2025-07;2025-09;2025-11
Slovakia,76,7.9,2020-01;2020-02;2020-03;2020-04;2020-05;2020-06;2020-07;2020-08;2020-09;2020-10;2020-11;2021-01;2021-04;2021-08;2021-11;2021-12;2022-02;2022-03;2022-05;2023-01;2023-02;2023-05;2023-09;2023-10;2024-04;2024-08;2025-01;2025-02;2025-03;2025-06;2025-10;2025-11;2025-12;2026-02;2026-03
Slovakia,84,3.5,2020-01;2020-08;2021-03;2025-01
Slovakia,93,8.6,2020-12;2022-02;2022-04;2024-12;2025-01;2025-05;2025-10
Slovenia,9,9.9,2020-02;2020-03;2020-04;2020-06;2021-08;2021-11;2021-12;2022-01;2022-02;2022-03;2023-04;2024-03;2024-05;2025-01;2026-02
Slovenia,17,9.8,2020-02;2020-09;2021-07;2021-08;2021-10;2021-12;2022-02;2022-03;2022-04;2022-06;2022-09;2022-10;2022-11;2023-01;2023-12;2026-02
Slovenia,31,8.3,2020-06;2020-07;2021-03;2022-11;2022-12;2023-07;2023-12;2024-03;2024-06;2024-08;2024-09;2024-11;2025-02;2025-05;2025-08;2025-09;2025-10
Slovenia,39,4.7,2020-10;2021-11;2022-02;2022-03;2022-04;2022-06;2024-03;2025-05;2025-10;2026-03
Slovenia,44,7.0,2020-05;2021-10;2021-11;2022-01;2022-02;2022-04;2022-05;2022-06;2022-07;2022-08;2022-09;2022-10;2023-06;2023-07;2023-09;2023-10;2023-12;2024-01;2024-02;2024-03;2024-08;2024-11;2025-03;2025-04;2025-05;2025-07;2025-08;2025-09;2025-11;2025-12;2026-01;2026-02
Slovenia,72,7.1,2020-04;2020-05;2020-10;2020-11;2020-12;2021-01;2021-02;2021-05;2021-07;2021-08;2021-10;2021-12;2022-02;2022-03;2022-04;2022-06;2022-10;2022-11;2023-01;2023-04;2023-06;2024-01;2024-02;2024-03;2024-05;2024-07;2024-09;2024-11;2024-12;2025-01;2025-03;2025-05;2025-07;2025-08;2025-10;2026-01;2026-02;2026-03
Slovenia,76,7.1,2020-02;2020-08;2020-11;2020-12;2021-01;2021-04;2021-06;2021-12;2022-03;2022-04;2022-05;2023-06;2023-10;2024-01;2025-05;2025-06;2025-07;2025-08;2025-09;2025-10;2025-12;2026-01;2026-02;2026-03
Slovenia,84,5.1,2020-01;2020-02;2020-10;2020-12;2021-08;2022-04;2022-07;2022-09;2022-11;2022-12;2023-01;2023-03;2024-05;2024-09;2024-10;2024-11;2025-07;2025-09
Solomon Islands,44,7.5,2020-09;2021-02;2021-03;2021-05;2021-07;2021-12;2022-01;2022-03;2022-04;2022-06;2022-08;2022-10;2023-05;2023-09;2023-11;2023-12;2024-02;2024-04;2024-07;2025-01;2025-05;2025-06;2025-10;2025-11;2026-03
Solomon Islands,76,10.0,2022-11;2024-06;2024-10;2024-12
Somalia,76,7.9,2020-02;2020-03;2021-02;2025-09
South Africa,9,8.6,2020-01;2020-03;2020-05;2020-06;2020-10;2020-11;2021-02;2021-07;2021-09;2021-11;2022-01;2022-04;2022-05;2022-06;2022-11;2022-12;2023-01;2023-03;2023-07;2023-08;2023-09;2023-10;2024-02;2024-03;2024-05;2025-01;2025-04;2025-05;2025-08;2025-10;2025-11;2025-12
South Africa,10,9.0,2020-02;2020-03;2020-04;2020-05;2020-06;2021-02;2021-07;2021-10;2022-01;2022-02;2022-06;2022-08;2022-10;2022-11;2022-12;2023-01;2023-03;2024-02;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12;2025-01;2025-03;2025-09;2025-10;2026-01;2026-02
South Africa,11,9.8,2020-01;2020-04;2021-05;2022-02;2022-03;2022-06;2023-01;2023-05;2023-07;2023-08;2023-09;2024-06;2024-07;2025-02;2025-11
South Africa,17,8.7,2020-01;2020-05;2021-02;2021-03;2021-04;2021-05;2021-06;2021-07;2021-08;2021-10;2021-11;2021-12;2022-01;2022-06;2022-07;2022-10;2022-12;2023-09;2024-01;2024-02;2024-07;2024-08;2024-10;2025-03;2025-04;2025-05;2025-06;2025-09;2025-12;2026-01;2026-02
South Africa,26,4.4,2020-01;2020-03;2020-06;2021-04;2021-08;2022-02;2023-01;2024-03;2024-04;2025-05;2025-10;2025-12
South Africa,27,6.5,2020-02;2020-03;2020-04;2020-05;2020-09;2020-10;2020-11;2020-12;2021-01;2021-02;2021-05;2021-06;2021-08;2022-11;2023-05;2023-11;2023-12;2024-07;2024-08;2024-09;2025-03;2025-05;2025-06;2025-09;2025-10;2025-12
South Africa,31,9.9,2020-05;2020-12;2021-07;2021-09;2022-01;2022-02;2022-03;2022-06;2022-11;2022-12;2023-07;2024-08;2025-11
South Africa,39,7.6,2020-02;2020-04;2020-05;2020-08;2020-09;2021-01;2021-03;2021-04;2021-05;2021-06;2021-07;2021-09;2021-10;2022-03;2022-08;2022-09;2022-10;2022-11;2023-04;2023-11;2024-01;2024-02;2024-03;2024-05;2024-06;2024-12;2025-02;2025-06;2025-07;2025-08;2025-09;2025-10;2025-11;2025-12;2026-01;2026-02
South Africa,44,9.0,2020-02;2020-05;2020-07;2020-08;2020-12;2021-02;2021-03;2021-05;2021-06;2021-09;2022-01;2022-03;2022-06;2022-12;2023-02;2023-03;2023-08;2023-10;2023-11;2024-02;2024-06;2024-09;2024-10;2024-12;2025-01;2025-03;2025-04;2025-05;2025-07;2025-08;2025-11;2026-02
South Africa,72,4.1,2020-02;2020-08;2020-10;2022-11;2022-12;2023-01;2023-03;2024-04;2024-05;2024-12;2025-02;2025-06;2025-11
South Africa,76,4.2,2020-05;2022-01;2022-04;2023-02;2023-03;2024-10;2025-02
South Africa,84,4.3,2020-01;2020-02;2020-05;2020-06;2020-08;2021-10;2022-01;2023-03;2023-07;2024-02
South Africa,93,10.0,2020-05;2020-06;2020-07;2022-05;2022-12;2023-03;2023-04;2023-10;2024-02;2024-11;2025-05;2025-06
Spain,9,6.3,2020-02;2020-05;2020-10;2021-01;2021-04;2021-06;2021-08;2022-07;2022-09;2022-11;2022-12;2023-01;2023-02;2023-03;2023-05;2023-06;2023-08;2023-11;2023-12;2024-02;2024-04;2024-07;2024-10;2024-11;2025-04;2025-05;2025-12
Spain,10,8.1,2021-03;2021-05;2021-10;2022-06;2023-08;2023-10;2023-12;2024-02;2024-04;2024-06;2024-09;2025-05;2025-08;2025-11;2026-03
Spain,11,8.6,2020-01;2020-02;2020-03;2020-08;2020-09;2020-12;2021-01;2021-05;2021-06;2021-07;2021-11;2022-04;2022-08;2022-09;2022-10;2022-12;2023-01;2023-05;2023-07;2023-11;2024-02;2024-03;2024-06;2024-10;2024-11;2024-12;2025-01;2025-04;2025-05;2025-07;2025-08;2025-10
Spain,17,3.9,2021-03;2021-04;2021-07;2024-02;2024-06;2024-08;2026-02
Spain,26,10.0,2020-01;2020-02;2020-03;2020-04;2020-05;2020-06;2020-07;2020-08;2020-09;2020-12;2021-01;2022-05;2022-06;2023-03;2023-04;2023-06;2023-07;2023-11;2024-04;2024-08;2025-01;2025-02;2025-03;2025-05;2025-07;2025-09
Spain,27,7.4,2020-01;2020-02;2020-09;2021-01;2021-10;2021-11;2022-01;2022-03;2022-05;2022-06;2022-07;2022-08;2022-10;2022-12;2023-02;2023-04;2023-08;2023-11;2024-02;2024-05;2024-12;2025-02;2025-03;2025-04;2025-05;2025-06;2025-07;2025-09;2025-10;2026-01;2026-02
Spain,31,4.2,2020-07;2021-12;2022-02;2022-07;2023-01;2023-03;2023-07;2023-09;2024-01;2024-02;2026-02
Spain,39,3.8,2020-10;2021-06;2022-02;2023-03;2023-05;2023-07;2023-08;2023-09;2025-08;2026-02
Spain,44,6.1,2020-01;2020-04;2020-08;2020-09;2020-10;2020-11;2021-01;2021-07;2021-12;2022-01;2022-03;2022-04;2022-05;2022-10;2022-11;2023-06;2023-07;2024-02;2024-08;2025-08;2026-01;2026-03
Spain,72,4.7,2020-06;2020-07;2020-08;2020-09;2020-10;2020-11;2020-12;2021-01;2021-02;2021-05;2022-01;2022-02;2024-06;2024-10;2026-03
Spain,76,6.1,2020-05;2020-06;2020-07;2021-08;2021-09;2022-02;2022-03;2022-04;2022-05;2022-07;2022-08;2022-09;2022-10;2022-11;2022-12;2023-01;2023-03;2023-06;2025-03;2025-05;2025-06;2025-07;2025-08;2025-10
Spain,84,3.5,2020-04;2023-10;2023-12;2025-07;2025-10;2026-02
Spain,93,9.5,2020-03;2020-09;2020-10;2021-01;2021-04;2021-06;2022-07;2022-09;2022-12;2023-01;2023-05;2023-10;2024-03;2024-05;2024-07;2024-10;2024-11;2024-12;2025-05;2025-09;2026-02
Srilanka,9,3.8,2020-03;2020-04;2020-07;2020-09;2021-02;2023-08;2023-12;2024-02;2025-01
Srilanka,10,9.1,2021-04;2022-08;2023-02;2024-03;2025-06
Srilanka,11,9.5,2020-03;2020-04;2020-07;2021-02;2021-06;2021-09;2022-01;2022-03;2022-04;2022-10;2022-11;2022-12;2023-04;2023-09;2024-03;2024-05;2024-06;2024-07;2024-08;2025-01;2025-04;2025-06;2025-09;2025-10;2025-11;2025-12;2026-03
Srilanka,17,8.5,2020-05;2020-06;2020-07;2021-02;2021-03;2021-10;2021-11;2022-11;2022-12;2023-01;2023-02;2023-06;2023-08;2024-03;2024-04;2024-11;2025-02;2025-05;2025-06;2025-07;2025-10;2025-11;2025-12;2026-01;2026-02
Srilanka,26,8.5,2020-05;2020-07;2020-08;2020-09;2020-12;2021-02;2021-07;2021-09;2022-03;2022-04;2022-05;2022-12;2023-01;2023-06;2023-10;2025-01;2025-03;2025-04;2025-11
Srilanka,27,9.2,2020-03;2020-05;2020-06;2021-10;2022-01;2022-04;2022-06;2022-09;2022-11;2023-03;2024-04;2025-02
Srilanka,39,8.3,2020-03;2020-07;2020-09;2020-10;2020-11;2021-02;2021-04;2021-05;2021-06;2022-01;2022-03;2022-05;2022-06;2022-08;2022-09;2022-10;2022-11;2022-12;2023-07;2023-12;2024-02;2024-03;2024-04;2024-10;2024-11;2025-03;2025-06;2025-09;2026-02
Srilanka,44,5.3,2020-07;2021-04;2021-05;2021-06;2021-08;2021-10;2021-11;2021-12;2022-01;2022-04;2023-02;2023-05;2023-07;2024-01;2024-04;2025-04;2025-05;2025-07;2025-08;2025-09;2026-03
Srilanka,76,9.6,2020-02;2020-04;2020-08;2020-09;2020-10;2020-11;2020-12;2021-01;2021-02;2021-03;2021-06;2022-07;2022-12;2023-02;2023-04;2024-06;2024-07;2024-10;2024-12;2025-03;2025-05;2025-08;2025-11;2026-01;2026-03
Srilanka,84,7.6,2020-01;2020-03;2020-06;2020-07;2020-08;2020-09;2022-02;2022-06;2022-07;2022-10;2022-11;2023-01;2023-03;2023-04;2023-08;2023-12;2024-02;2024-03;2024-05;2024-07;2024-09;2024-10;2025-01;2025-02;2025-07;2025-11;2025-12;2026-01;2026-02
State of Libya,27,10.0,2020-01;2020-05;2020-06;2020-07;2023-08;2024-10
State of Libya,76,6.7,2020-01;2020-03;2020-04;2020-07;2020-08;2020-09;2022-03;2022-05;2022-08;2022-09;2022-10;2022-11;2022-12;2024-02;2024-05;2024-11;2025-03
Sudan,76,9.0,2020-02;2020-05;2020-09;2021-10;2021-11;2021-12;2022-02;2022-03;2022-04;2022-06;2023-05;2023-07;2023-08;2023-09;2023-11;2023-12;2024-01;2024-03;2024-04;2024-05;2024-12;2025-02;2025-03;2025-06;2025-10
Suriname,44,5.6,2021-01;2021-02;2021-03;2021-04;2021-05;2021-06;2021-07;2021-08;2021-09;2021-12;2022-04;2022-10;2024-02;2024-04;2024-06;2024-07;2024-12;2025-05;2025-06;2025-11;2026-01;2026-02
Suriname,76,9.8,2020-05;2020-06;2020-08;2021-04;2021-10;2022-01;2022-03;2022-09;2023-03;2023-08;2024-02;2024-09
Swaziland,17,6.5,2020-01;2020-04;2020-06;2020-08;2021-05;2021-09;2021-11;2022-01;2022-04;2022-05;2022-08;2023-02;2023-07;2023-11;2023-12;2024-06;2024-12;2025-08;2026-01;2026-03
Swaziland,39,9.3,2020-01;2020-03;2020-12;2021-04;2021-06;2022-01;2023-02;2023-09;2024-04;2025-02;2025-03;2025-07;2025-11;2025-12
Swaziland,84,8.7,2020-03;2020-07;2020-08;2020-11;2020-12;2021-01;2021-02;2021-03;2021-04;2021-05;2021-06;2021-07;2021-09;2021-11;2022-12;2023-01;2023-04;2023-05;2023-06;2023-07;2023-08;2023-11;2024-02;2024-05;2024-06;2024-10;2024-12;2025-01;2025-03;2025-04;2025-07;2025-09;2025-11;2025-12
Sweden,9,7.8,2020-01;2020-03;2020-05;2020-08;2020-11;2021-02;2021-04;2021-06;2021-10;2021-12;2022-05;2022-07;2022-08;2022-09;2022-11;2022-12;2023-02;2023-03;2023-10;2024-03;2024-06;2024-07;2024-09;2024-12;2025-05;2025-07;2025-08;2025-10;2025-11;2026-01
Sweden,11,8.9,2020-01;2020-10;2021-02;2022-03;2022-07;2022-09;2022-10;2023-04;2023-06;2023-08;2023-11;2024-02;2025-01;2025-06;2025-07;2025-08;2025-09;2025-10;2025-11;2026-02;2026-03
Sweden,17,8.1,2020-01;2020-04;2020-05;2020-07;2021-02;2021-08;2021-12;2022-03;2022-05;2022-07;2022-09;2022-10;2022-11;2023-04;2023-06;2024-01;2024-02;2024-05;2024-09;2024-11;2025-07;2025-10;2025-11;2025-12
Sweden,26,8.6,2020-03;2021-10;2022-02;2022-03;2022-04;2022-05;2022-06;2022-07;2022-08;2022-10;2022-11;2022-12;2023-01;2023-05;2023-09;2024-02;2024-03;2025-06;2025-10;2025-12;2026-01;2026-02;2026-03
Sweden,27,6.6,2020-01;2020-02;2020-03;2020-04;2020-06;2020-09;2020-11;2021-07;2021-08;2021-10;2021-11;2022-01;2022-02;2022-03;2023-05;2023-12;2024-02;2024-03;2024-08;2025-01;2025-02;2025-10;2026-03
Sweden,31,9.3,2020-09;2021-02;2021-05;2021-06;2022-04;2022-08;2022-10;2023-01;2023-02;2023-11;2024-05;2024-07;2024-09;2025-02;2025-04;2025-08;2025-10;2025-12
Sweden,39,3.4,2021-02;2025-05;2025-06
Sweden,44,2.9,2026-02
Sweden,72,3.0,
Sweden,76,7.1,2020-02;2020-03;2020-09;2020-12;2021-01;2021-05;2021-08;2021-09;2021-10;2022-03;2022-04;2022-08;2022-10;2022-11;2023-01;2023-06;2023-07;2023-09;2024-02;2024-03;2024-05;2024-11;2025-12;2026-03
Sweden,84,3.3,2021-04;2022-11;2024-10;2025-05
Switzerland,9,2.9,2022-02;2022-03;2022-04;2022-10
Switzerland,11,9.9,2020-01;2020-04;2020-07;2020-08;2020-10;2020-11;2021-01;2021-02;2021-03;2021-05;2021-08;2021-10;2022-04;2022-09;2023-06;2023-12;2024-03;2024-05;2024-12;2025-02;2025-04;2025-07;2025-10;2026-03
Switzerland,17,6.3,2020-01;2020-05;2020-08;2020-09;2020-12;2021-02;2021-06;2021-10;2023-01;2023-06;2023-08;2023-10;2023-11;2023-12;2024-02;2024-03;2024-04;2024-05;2025-06;2025-07;2025-08;2025-09;2025-11;2025-12;2026-02
Switzerland,26,9.6,2020-06;2020-09;2021-10;2022-01;2022-05;2023-07;2023-10;2024-01;2024-06;2024-08;2024-09;2024-11;2024-12;2025-01;2025-05
Switzerland,27,5.3,2020-01;2020-12;2021-07;2022-03;2023-04;2023-07;2023-11;2024-05;2024-09;2024-10;2025-03;2025-07;2026-02
Switzerland,31,7.7,2020-02;2021-01;2021-02;2021-03;2021-04;2021-05;2021-06;2021-07;2021-09;2021-10;2021-12;2022-12;2023-02;2023-03;2023-04;2023-06;2023-07;2023-08;2023-09;2023-10;2023-11;2023-12;2024-01;2025-04;2025-07;2025-08;2025-10;2026-01;2026-02;2026-03
Switzerland,39,3.6,2020-11;2025-03;2025-08
Switzerland,44,7.7,2020-01;2020-03;2020-04;2020-09;2020-11;2020-12;2021-01;2022-02;2022-05;2022-06;2022-07;2022-08;2022-09;2022-10;2022-11;2022-12;2023-01;2023-04;2023-08;2023-10;2023-11;2023-12;2024-05;2024-06;2025-03;2025-08;2025-09;2025-11;2025-12;2026-01;2026-02;2026-03
Switzerland,72,7.4,2020-02;2020-09;2020-10;2021-01;2021-03;2021-07;2021-11;2022-06;2022-10;2023-04;2023-07;2023-08;2023-09;2024-01;2024-02;2024-05;2024-06;2024-08;2024-11;2024-12;2025-02;2025-09;2025-10
Switzerland,76,6.6,2020-05;2021-03;2021-12;2022-05;2022-10;2023-01;2023-06;2023-07;2023-08;2023-09;2023-10;2023-11;2023-12;2024-01;2024-02;2024-03;2024-05;2024-11;2025-02;2025-03;2025-05;2025-07
Switzerland,84,3.1,2022-12;2023-11;2026-01
Switzerland,93,7.5,2020-01;2020-02;2020-03;2021-02;2021-04;2021-07;2021-09;2021-12;2022-06;2022-09;2022-10;2023-01;2023-03;2023-05;2023-08;2023-12;2024-02;2024-03;2024-07;2024-08;2024-09;2024-11;2025-01;2025-02;2025-06;2025-09;2025-12;2026-02
Syrian Arab Republic,9,9.3,2020-04;2020-06;2021-07;2021-10;2022-01;2022-05;2022-06;2022-08;2022-10;2022-12;2023-06;2023-11;2024-07;2024-10;2024-12;2025-01;2025-08;2026-02
Taiwan  Province of China,9,6.1,2022-06;2022-07;2023-01;2023-02;2023-05;2023-11;2023-12;2024-03;2024-04;2024-07;2024-08;2024-10;2024-12;2025-01;2025-02;2025-03;2025-04;2025-05;2025-06;2025-07;2025-08;2025-09;2025-10;2025-11;2026-03
Taiwan  Province of China,10,9.1,2021-07;2021-12;2022-01;2022-03;2022-08;2023-02;2023-09;2024-02;2025-03;2025-04
Taiwan  Province of China,11,9.6,2020-01;2020-03;2020-05;2020-07;2020-08;2020-10;2021-04;2021-06;2021-09;2021-10;2021-12;2022-03;2022-05;2022-07;2022-08;2023-02;2023-12;2025-05;2025-11;2025-12;2026-01;2026-03
